SOLDIER_ID,LAST_NAME,FIRST_NAME,GENDER,AGE,HOME_STATE,RANK,PAY_GRADE,MOS_CODE,MOS_TITLE,MOS_BRANCH,BRIGADE,BATTALION,COMPANY,PLATOON,ENLISTMENT_DATE,YEARS_OF_SERVICE,STATUS,DEPLOYMENT,THEATER,DEPLOY_MONTHS,COMBAT_TOURS,BASE_PAY_USD,BAH_USD,BAS_USD,TOTAL_MONTHLY_PAY_USD,ACFT_TOTAL_SCORE,ACFT_STATUS,RUN_TIME_MIN,PUSHUPS_COUNT,SITUPS_COUNT,WEAPON,WEAPON_SCORE,WEAPON_QUALIFICATION,EDUCATION,SECURITY_CLEARANCE,AIRBORNE_QUALIFIED,AIR_ASSAULT_QUALIFIED,RANGER_TAB,VEHICLE_QUALIFIED,AWARD_1,AWARD_2,EVAL_RATING,LAST_PROMOTION_DATE,INJURY_STATUS,REENLIST_ELIGIBLE,DAYS_UNTIL_ETS,ETS_STATUS
US-0124,Clark,Monique,F,19,TX,LTC,O5,11B,Infantry,Combat,1st BCT,2-12 IN,Echo,3rd PLT,2005-04-12,19.1,Leave,JRTC Rotation,Fort Johnson,0,0,6618,0,266,6884,555,PASS,20.8,62,51,M4 Carbine,29,MARKSMAN,Some College,TS/SCI,NO,NO,NO,M2A3 Bradley,None,Expert Infantryman Badge,Needs Improvement,2006-09-06,Limited Duty,YES,1513,Retained
US-0125,Moore,Kevin,M,19,KY,1SG,E8,11B,Infantry,Combat,DIVARTY,1-41 IN,HHC,4th PLT,2014-01-17,10.4,Leave,NTC Rotation,Fort Irwin,0,0,4739,0,422,5161,519,PASS,16.4,71,66,M4 Carbine,31,SHARPSHOOTER,MA/MS Degree,None,YES,NO,NO,LMTV,Expert Infantryman Badge,None,Outstanding,2024-10-20,Fit for Duty,YES,747,Retained
US-0126,Moore,Carlos,M,19,NC,1LT,O2,25B,IT Specialist,Signal,1st BCT,1-41 IN,Foxtrot,4th PLT,2012-06-12,12,TDY,Peacetime,CONUS,0,0,4188,2069,266,6523,521,PASS,18.6,43,75,M4 Carbine,19,MARKSMAN,BA/BS Degree,Top Secret,NO,NO,YES,FMTV,None,Army Commendation Medal,Needs Improvement,2021-03-06,Profile,YES,-62,ETS Eligible
US-0127,Wilson,Michael,M,44,IN,CPL,E4,94F,Special Electronic Devices Repairer,Maintenance,CAB,1-41 IN,Delta,2nd PLT,2021-01-28,3.3,Medical Hold,OIR,Iraq/Syria,3,0,2504,0,422,2926,591,PASS,20.4,73,73,M4 Carbine,40,EXPERT,BA/BS Degree,None,YES,NO,NO,M2A3 Bradley,Expert Infantryman Badge,None,Qualified,2021-09-20,Profile,YES,-76,ETS Eligible
US-0128,Young,Lauren,F,39,NY,2LT,O1,88M,Motor Transport Operator,Logistics,CAB,3-16 FA,HHC,2nd PLT,2011-02-20,13.3,Deployed,KFOR,Kosovo,10,1,3637,1402,266,5305,598,PASS,19.3,28,56,M240B,38,EXPERT,Some College,Secret,NO,NO,NO,M1126 Stryker,Air Assault Badge,None,Qualified,2023-08-12,Medical Hold,YES,1467,Retained
US-0129,Hall,Lauren,F,29,MO,SGM,E9,94F,Special Electronic Devices Repairer,Maintenance,CAB,1-8 CAV,HHC,1st PLT,2005-07-27,18.8,Leave,KFOR,Kosovo,4,0,5473,0,422,5895,372,PASS,14.2,68,80,M240B,37,EXPERT,HS Diploma,Top Secret,NO,NO,YES,LMTV,Bronze Star Medal,None,Highly Qualified,2013-09-21,Profile,YES,473,Retained
US-0130,Harris,Marcus,M,39,FL,CPT,O3,42A,Human Resources Specialist,Admin,DISCOM,1-82 FA,HHC,1st PLT,2005-04-17,19.1,Attached,JRTC Rotation,Fort Johnson,0,0,4836,0,266,5102,405,PASS,17.8,69,58,M240B,40,EXPERT,Some College,Secret,NO,NO,NO,M1A2 Abrams,Airborne Badge,Airborne Badge,Qualified,2013-06-18,Profile,YES,-334,ETS Eligible
US-0131,Hall,Brianna,F,20,SC,1SG,E8,12B,Combat Engineer,Combat Support,2nd BCT,21st BSB,Foxtrot,3rd PLT,2005-02-16,19.3,Attached,OIR,Iraq/Syria,14,2,4739,0,422,5161,316,FAIL,13.8,40,68,M240B,31,SHARPSHOOTER,Some College,Top Secret,NO,YES,NO,HMMWV,None,Purple Heart,Highly Qualified,2007-01-24,Limited Duty,YES,931,Retained
US-0132,Wright,Michael,M,44,TN,2LT,O1,35F,Intelligence Analyst,Intelligence,3rd BCT,2-12 IN,Bravo,HQ PLT,2016-11-24,7.5,Medical Hold,KFOR,Kosovo,0,0,3637,1034,266,4937,414,PASS,16.3,77,71,M4 Carbine,37,EXPERT,MA/MS Degree,Top Secret,NO,YES,NO,M1126 Stryker,Purple Heart,None,Highly Qualified,2023-04-22,Limited Duty,YES,288,Retained
US-0133,Brown,DeShawn,M,19,NC,SSG,E6,31B,Military Police,Law Enforcement,DIVARTY,15th BSB,Alpha,1st PLT,2009-09-23,14.7,Medical Hold,JRTC Rotation,Fort Johnson,0,0,2980,0,422,3402,395,PASS,19.9,47,36,M9 Pistol,36,EXPERT,AA Degree,Top Secret,YES,YES,YES,M2A3 Bradley,Army Achievement Medal,Combat Infantry Badge,Highly Qualified,2014-10-20,Fit for Duty,YES,1169,Retained
US-0134,King,Danielle,F,33,NC,CPT,O3,42A,Human Resources Specialist,Admin,3rd BCT,1-8 CAV,Delta,1st PLT,2016-12-30,7.4,TDY,OIF,Iraq,2,0,4836,0,266,5102,547,PASS,18.5,24,52,M4 Carbine,25,MARKSMAN,MA/MS Degree,TS/SCI,NO,NO,YES,None,None,Airborne Badge,Highly Qualified,2020-05-20,Profile,YES,1735,Retained
US-0135,Taylor,Luis,M,23,IN,1LT,O2,11B,Infantry,Combat,DIVARTY,15th BSB,Bravo,1st PLT,2005-12-09,18.5,Deployed,OIF,Iraq,12,2,4188,0,266,4454,466,PASS,15.1,67,77,M249 SAW,29,MARKSMAN,HS Diploma,Secret,NO,YES,YES,M1A2 Abrams,None,Combat Infantry Badge,Qualified,2011-07-10,Limited Duty,YES,-225,ETS Eligible
US-0136,Wilson,Tyler,M,43,IL,COL,O6,35F,Intelligence Analyst,Intelligence,3rd BCT,3-66 AR,Echo,2nd PLT,2007-03-31,17.2,Medical Hold,OIR,Iraq/Syria,2,0,7668,1196,266,9130,446,PASS,16.6,41,69,M249 SAW,34,SHARPSHOOTER,BA/BS Degree,Secret,YES,NO,NO,M2A3 Bradley,Airborne Badge,None,Needs Improvement,2022-03-30,Medical Hold,YES,858,Retained
US-0137,Lewis,Danielle,F,19,KY,1LT,O2,31B,Military Police,Law Enforcement,3rd BCT,87th BSB,HHC,1st PLT,2008-12-10,15.5,Active Duty,JRTC Rotation,Fort Johnson,0,0,4188,0,266,4454,565,PASS,19.7,74,38,M249 SAW,24,MARKSMAN,AA Degree,None,NO,NO,NO,M2A3 Bradley,None,Army Achievement Medal,Highly Qualified,2016-03-15,Limited Duty,YES,1107,Retained
US-0138,Davis,Derek,M,20,PA,LTC,O5,88M,Motor Transport Operator,Logistics,DIVARTY,2-5 CAV,Delta,3rd PLT,2016-04-06,8.2,TDY,OIF,Iraq,7,1,6618,0,266,6884,371,PASS,18.9,28,58,M249 SAW,34,SHARPSHOOTER,AA Degree,None,NO,NO,NO,None,Airborne Badge,Combat Infantry Badge,Outstanding,2018-04-26,Profile,YES,1621,Retained
US-0139,Robinson,Travis,M,30,TN,LTC,O5,94F,Special Electronic Devices Repairer,Maintenance,1st BCT,1-8 CAV,Echo,3rd PLT,2007-04-26,17.1,Transition,JRTC Rotation,Fort Johnson,0,0,6618,1867,266,8751,568,PASS,19.6,36,67,M249 SAW,28,MARKSMAN,AA Degree,Top Secret,NO,YES,NO,LMTV,None,None,Highly Qualified,2007-02-24,Limited Duty,YES,1555,Retained
US-0140,Garcia,Carlos,M,22,IN,MSG,E8,11C,Indirect Fire Infantry,Combat,DIVARTY,1-4 AVN,Charlie,2nd PLT,2008-05-15,16,Leave,OEF,Afghanistan,5,0,4739,0,422,5161,348,FAIL,18.1,46,51,M9 Pistol,37,EXPERT,MA/MS Degree,TS/SCI,YES,YES,YES,None,Expert Infantryman Badge,None,Qualified,2019-07-01,Profile,YES,-340,ETS Eligible
US-0141,Garcia,Marcus,M,26,NC,1SG,E8,94F,Special Electronic Devices Repairer,Maintenance,2nd BCT,15th BSB,Delta,HQ PLT,2017-08-23,6.8,Transition,JRTC Rotation,Fort Johnson,0,0,4739,838,422,5999,600,PASS,20.6,33,58,M9 Pistol,31,SHARPSHOOTER,AA Degree,Secret,NO,NO,NO,M1A2 Abrams,Combat Infantry Badge,None,Outstanding,2019-07-31,Limited Duty,YES,1049,Retained
US-0142,Brown,Sarah,F,40,SC,PVT,E1,13F,Fire Support Specialist,Combat Support,DIVARTY,15th BSB,Echo,4th PLT,2008-05-10,16.1,Attached,Peacetime,CONUS,0,0,1917,0,422,2339,309,FAIL,16.5,59,68,M4 Carbine,18,MARKSMAN,BA/BS Degree,TS/SCI,NO,NO,YES,HMMWV,Expert Infantryman Badge,Airborne Badge,Highly Qualified,2016-07-20,Profile,YES,935,Retained
US-0143,Davis,Elijah,M,22,CO,1SG,E8,68W,Combat Medic,Medical,2nd BCT,2-5 CAV,Charlie,HQ PLT,2017-03-13,7.2,Leave,KFOR,Kosovo,8,1,4739,0,422,5161,585,PASS,18.5,70,30,M4 Carbine,32,SHARPSHOOTER,MA/MS Degree,Top Secret,NO,NO,YES,None,Army Commendation Medal,None,Qualified,2023-01-05,Medical Hold,YES,1234,Retained
US-0144,Wright,Brandon,M,21,OH,CPT,O3,31B,Military Police,Law Enforcement,2nd BCT,3-16 FA,HHC,HQ PLT,2015-10-28,8.6,Leave,OEF,Afghanistan,11,1,4836,1945,266,7047,466,PASS,14.7,39,66,M9 Pistol,39,EXPERT,MA/MS Degree,Secret,NO,NO,NO,LMTV,Combat Infantry Badge,None,Highly Qualified,2021-11-20,Limited Duty,YES,-287,ETS Eligible
US-0145,King,Travis,M,24,SC,PVT,E1,31B,Military Police,Law Enforcement,1st BCT,3-66 AR,Delta,HQ PLT,2014-10-07,9.7,Attached,OIF,Iraq,2,0,1917,0,422,2339,486,PASS,15.7,58,32,M9 Pistol,35,SHARPSHOOTER,AA Degree,Secret,NO,NO,YES,None,None,None,Highly Qualified,2020-09-21,Profile,YES,1591,Retained
US-0146,Wright,Aaron,M,32,AZ,PFC,E2,35F,Intelligence Analyst,Intelligence,2nd BCT,1-4 AVN,Alpha,2nd PLT,2006-12-13,17.5,TDY,OIR,Iraq/Syria,12,2,2149,1523,422,4094,297,FAIL,15.9,32,63,M4 Carbine,18,MARKSMAN,MA/MS Degree,Top Secret,NO,NO,NO,None,Air Assault Badge,None,Needs Improvement,2015-02-18,Fit for Duty,YES,1573,Retained
US-0147,Walker,DeShawn,M,38,IL,SGM,E9,35F,Intelligence Analyst,Intelligence,1st BCT,15th BSB,Charlie,HQ PLT,2022-10-18,1.6,Medical Hold,Peacetime,CONUS,0,0,5473,1312,422,7207,414,PASS,20.7,56,60,M240B,40,EXPERT,Some College,None,NO,YES,NO,M1126 Stryker,Expert Infantryman Badge,Airborne Badge,Highly Qualified,2024-11-23,Medical Hold,NO,1694,Retained
US-0148,Thompson,Brandon,M,45,PA,SGM,E9,11C,Indirect Fire Infantry,Combat,CAB,1-4 AVN,Echo,3rd PLT,2006-09-15,17.7,Leave,Peacetime,CONUS,0,0,5473,1165,422,7060,427,PASS,15.2,33,66,M249 SAW,39,EXPERT,Some College,Secret,NO,NO,NO,None,None,Combat Medic Badge,Outstanding,2011-08-08,Profile,YES,958,Retained
US-0149,Brown,Tyler,M,43,CO,SPC,E3,15T,UH-60 Helicopter Repairer,Aviation,DISCOM,87th BSB,HHC,1st PLT,2022-02-21,2.3,Medical Hold,NTC Rotation,Fort Irwin,0,0,2259,0,422,2681,451,PASS,19.7,43,69,M9 Pistol,34,SHARPSHOOTER,BA/BS Degree,Secret,NO,YES,NO,HMMWV,Bronze Star Medal,None,Needs Improvement,2022-12-24,Fit for Duty,YES,1372,Retained
US-0150,Moore,Carlos,M,29,AZ,PVT,E1,11B,Infantry,Combat,DISCOM,1-41 IN,Delta,HQ PLT,2007-04-06,17.2,Medical Hold,OIR,Iraq/Syria,11,1,1917,2054,422,4393,427,PASS,14.1,36,45,M9 Pistol,35,SHARPSHOOTER,AA Degree,Secret,NO,NO,NO,None,Purple Heart,None,Outstanding,2009-12-10,Limited Duty,YES,436,Retained
US-0151,Thompson,Brandon,M,44,PA,MAJ,O4,25B,IT Specialist,Signal,CAB,1-41 IN,Bravo,2nd PLT,2015-08-11,8.8,Medical Hold,NTC Rotation,Fort Irwin,0,0,5696,0,266,5962,554,PASS,16.1,28,70,M240B,31,SHARPSHOOTER,BA/BS Degree,None,NO,YES,NO,M1126 Stryker,Bronze Star Medal,None,Highly Qualified,2017-11-30,Fit for Duty,YES,978,Retained
US-0152,Jackson,Brandon,M,45,NC,PVT,E1,42A,Human Resources Specialist,Admin,1st BCT,1-82 FA,Foxtrot,HQ PLT,2009-06-18,15,Medical Hold,Peacetime,CONUS,0,0,1917,0,422,2339,456,PASS,20.8,38,52,M9 Pistol,40,EXPERT,AA Degree,Top Secret,NO,NO,NO,LMTV,None,None,Highly Qualified,2018-01-29,Limited Duty,YES,-208,ETS Eligible
US-0153,Moore,Aaron,M,24,NC,MSG,E8,35F,Intelligence Analyst,Intelligence,3rd BCT,1-4 AVN,Charlie,3rd PLT,2018-07-31,5.8,Deployed,JRTC Rotation,Fort Johnson,0,0,4739,1609,422,6770,590,PASS,20,69,53,M9 Pistol,29,MARKSMAN,BA/BS Degree,Secret,NO,NO,YES,None,Combat Infantry Badge,None,Highly Qualified,2023-04-23,Fit for Duty,YES,1746,Retained
US-0154,Harris,James,M,26,KY,SPC,E3,11C,Indirect Fire Infantry,Combat,3rd BCT,21st BSB,Bravo,1st PLT,2019-09-09,4.7,Attached,KFOR,Kosovo,9,1,2259,0,422,2681,354,FAIL,18.8,48,70,M249 SAW,32,SHARPSHOOTER,BA/BS Degree,Top Secret,NO,NO,NO,FMTV,Combat Infantry Badge,None,Needs Improvement,2020-12-26,Profile,YES,1370,Retained
US-0155,King,Crystal,F,42,CO,SGM,E9,94F,Special Electronic Devices Repairer,Maintenance,3rd BCT,87th BSB,HHC,2nd PLT,2007-01-04,17.4,Leave,KFOR,Kosovo,9,1,5473,1549,422,7444,290,FAIL,14.7,39,30,M249 SAW,27,MARKSMAN,AA Degree,TS/SCI,NO,NO,YES,LMTV,Bronze Star Medal,None,Highly Qualified,2015-05-19,Profile,YES,272,Retained
US-0156,Clark,Crystal,F,21,MO,CPT,O3,13F,Fire Support Specialist,Combat Support,2nd BCT,2-4 AVN,Echo,4th PLT,2013-06-27,10.9,Deployed,OEF,Afghanistan,8,1,4836,962,266,6064,429,PASS,17.8,53,78,M240B,36,EXPERT,MA/MS Degree,None,NO,YES,NO,None,None,Bronze Star Medal,Outstanding,2024-01-14,Limited Duty,YES,269,Retained
US-0157,Davis,James,M,19,PA,PFC,E2,88M,Motor Transport Operator,Logistics,1st BCT,3-66 AR,Alpha,3rd PLT,2011-01-15,13.4,Medical Hold,OEF,Afghanistan,14,2,2149,0,422,2571,401,PASS,13.3,20,61,M240B,29,MARKSMAN,BA/BS Degree,None,NO,YES,NO,M2A3 Bradley,Bronze Star Medal,Expert Infantryman Badge,Needs Improvement,2015-04-24,Fit for Duty,YES,524,Retained
US-0158,Johnson,Nicole,F,38,VA,CPL,E4,31B,Military Police,Law Enforcement,DISCOM,1-41 IN,Delta,4th PLT,2010-07-18,13.9,Deployed,JRTC Rotation,Fort Johnson,0,0,2504,0,422,2926,556,PASS,16.4,69,36,M249 SAW,31,SHARPSHOOTER,Some College,None,YES,NO,NO,FMTV,Meritorious Service Medal,Bronze Star Medal,Needs Improvement,2014-11-20,Medical Hold,YES,-38,ETS Eligible
US-0159,Moore,Elijah,M,40,KY,PVT,E1,12B,Combat Engineer,Combat Support,3rd BCT,21st BSB,Alpha,4th PLT,2022-09-13,1.7,Attached,OEF,Afghanistan,0,0,1917,886,422,3225,335,FAIL,18.4,29,53,M249 SAW,21,MARKSMAN,HS Diploma,None,YES,NO,NO,M1126 Stryker,Expert Infantryman Badge,None,Needs Improvement,2023-12-13,Profile,NO,1296,Retained
US-0160,Harris,James,M,35,TN,1LT,O2,19D,Cavalry Scout,Combat,2nd BCT,2-12 IN,Alpha,4th PLT,2020-11-06,3.6,Active Duty,KFOR,Kosovo,9,1,4188,1911,266,6365,468,PASS,14.1,31,64,M240B,39,EXPERT,BA/BS Degree,Secret,NO,NO,NO,LMTV,Expert Infantryman Badge,None,Qualified,2022-02-15,Fit for Duty,YES,259,Retained
US-0161,Young,Nathan,M,24,GA,MSG,E8,35F,Intelligence Analyst,Intelligence,DISCOM,2-5 CAV,Echo,HQ PLT,2013-09-10,10.7,Deployed,OEF,Afghanistan,15,2,4739,0,422,5161,454,PASS,17.7,40,56,M4 Carbine,19,MARKSMAN,HS Diploma,None,NO,YES,NO,LMTV,Air Assault Badge,Army Commendation Medal,Qualified,2018-09-28,Limited Duty,YES,-299,ETS Eligible
US-0162,Young,Kevin,M,21,GA,SPC,E3,11B,Infantry,Combat,2nd BCT,1-4 AVN,Delta,1st PLT,2015-07-02,8.9,Attached,NTC Rotation,Fort Irwin,0,0,2259,0,422,2681,478,PASS,15.6,67,56,M4 Carbine,35,SHARPSHOOTER,Some College,Top Secret,YES,YES,NO,None,Bronze Star Medal,None,Highly Qualified,2020-11-25,Limited Duty,YES,518,Retained
US-0163,Brown,Elijah,M,36,KY,1LT,O2,15T,UH-60 Helicopter Repairer,Aviation,CAB,2-4 AVN,Echo,4th PLT,2007-05-03,17.1,Medical Hold,OEF,Afghanistan,5,0,4188,1926,266,6380,563,PASS,16.8,62,40,M9 Pistol,27,MARKSMAN,Some College,TS/SCI,NO,NO,NO,FMTV,Purple Heart,Purple Heart,Needs Improvement,2012-09-12,Limited Duty,YES,974,Retained
US-0164,Harris,Danielle,F,22,PA,PVT,E1,19D,Cavalry Scout,Combat,1st BCT,2-12 IN,HHC,1st PLT,2016-08-11,7.8,Active Duty,OEF,Afghanistan,9,1,1917,813,422,3152,301,FAIL,20.9,33,50,M240B,33,SHARPSHOOTER,AA Degree,None,NO,NO,NO,None,Air Assault Badge,Airborne Badge,Qualified,2019-05-15,Profile,YES,-124,ETS Eligible
US-0165,Wilson,Maria,F,41,MI,SPC,E3,19D,Cavalry Scout,Combat,3rd BCT,87th BSB,Bravo,4th PLT,2020-06-20,3.9,TDY,JRTC Rotation,Fort Johnson,0,0,2259,0,422,2681,585,PASS,17.6,39,32,M9 Pistol,18,MARKSMAN,HS Diploma,TS/SCI,NO,YES,NO,None,None,None,Needs Improvement,2022-12-09,Limited Duty,YES,-332,ETS Eligible
US-0166,Moore,Luis,M,34,CO,MSG,E8,12B,Combat Engineer,Combat Support,1st BCT,1-4 AVN,Echo,4th PLT,2014-12-30,9.4,Transition,NTC Rotation,Fort Irwin,0,0,4739,0,422,5161,491,PASS,14.4,38,80,M249 SAW,20,MARKSMAN,Some College,TS/SCI,NO,YES,NO,M2A3 Bradley,Purple Heart,None,Highly Qualified,2019-06-22,Profile,YES,1119,Retained
US-0167,Thompson,Kevin,M,44,IL,SPC,E3,25U,Signal Support Specialist,Signal,CAB,1-82 FA,Echo,HQ PLT,2007-01-04,17.4,Transition,OIF,Iraq,13,2,2259,1667,422,4348,594,PASS,15.5,40,52,M4 Carbine,40,EXPERT,Some College,TS/SCI,NO,NO,YES,None,Bronze Star Medal,None,Needs Improvement,2023-05-04,Medical Hold,YES,-149,ETS Eligible
US-0168,Thompson,Marcus,M,27,OH,SGT,E5,25B,IT Specialist,Signal,3rd BCT,1-8 CAV,Charlie,1st PLT,2011-11-05,12.6,Medical Hold,KFOR,Kosovo,15,2,2730,846,422,3998,394,PASS,14.3,54,43,M240B,33,SHARPSHOOTER,MA/MS Degree,None,NO,YES,YES,None,Expert Infantryman Badge,Combat Infantry Badge,Highly Qualified,2011-03-10,Medical Hold,YES,-228,ETS Eligible
US-0169,Anderson,Lauren,F,30,NC,1LT,O2,25B,IT Specialist,Signal,1st BCT,1-8 CAV,Charlie,4th PLT,2010-03-09,14.2,Active Duty,KFOR,Kosovo,3,0,4188,1446,266,5900,385,PASS,19.9,54,35,M249 SAW,32,SHARPSHOOTER,HS Diploma,Secret,NO,NO,NO,M1126 Stryker,Expert Infantryman Badge,None,Highly Qualified,2024-01-09,Medical Hold,YES,738,Retained
US-0170,Williams,Brandon,M,24,NY,1SG,E8,94F,Special Electronic Devices Repairer,Maintenance,CAB,1-8 CAV,HHC,3rd PLT,2010-01-22,14.4,Transition,OEF,Afghanistan,10,1,4739,0,422,5161,406,PASS,13.2,44,63,M9 Pistol,23,MARKSMAN,MA/MS Degree,Top Secret,NO,NO,NO,M1126 Stryker,Airborne Badge,None,Needs Improvement,2021-10-01,Profile,YES,53,ETS Eligible
US-0171,Davis,Amanda,F,18,MI,SSG,E6,35F,Intelligence Analyst,Intelligence,1st BCT,15th BSB,HHC,1st PLT,2009-02-17,15.3,Attached,OIR,Iraq/Syria,4,0,2980,860,422,4262,445,PASS,20,46,56,M9 Pistol,39,EXPERT,MA/MS Degree,Secret,YES,YES,NO,LMTV,None,Bronze Star Medal,Qualified,2014-03-07,Medical Hold,YES,451,Retained
US-0172,Jackson,James,M,41,OH,SPC,E3,19D,Cavalry Scout,Combat,CAB,3-66 AR,HHC,HQ PLT,2015-07-08,8.9,Attached,JRTC Rotation,Fort Johnson,0,0,2259,2130,422,4811,532,PASS,14.1,44,61,M249 SAW,21,MARKSMAN,Some College,None,NO,NO,NO,None,Combat Medic Badge,None,Outstanding,2019-12-05,Fit for Duty,YES,1506,Retained
US-0173,Thompson,Carlos,M,32,AZ,MAJ,O4,42A,Human Resources Specialist,Admin,1st BCT,21st BSB,Echo,4th PLT,2021-02-25,3.3,Transition,OIR,Iraq/Syria,12,2,5696,0,266,5962,311,FAIL,16.9,48,59,M249 SAW,32,SHARPSHOOTER,AA Degree,TS/SCI,YES,YES,NO,HMMWV,Air Assault Badge,None,Highly Qualified,2022-08-26,Medical Hold,YES,-277,ETS Eligible
US-0174,King,Carlos,M,40,GA,LTC,O5,11C,Indirect Fire Infantry,Combat,DISCOM,15th BSB,Alpha,2nd PLT,2022-06-20,1.9,Active Duty,Peacetime,CONUS,0,0,6618,0,266,6884,302,FAIL,15.8,40,58,M249 SAW,30,SHARPSHOOTER,HS Diploma,Top Secret,NO,NO,NO,FMTV,Airborne Badge,Combat Medic Badge,Outstanding,2024-01-14,Fit for Duty,NO,-151,ETS Eligible
US-0175,Walker,Keisha,F,18,MI,SSG,E6,42A,Human Resources Specialist,Admin,DIVARTY,3-16 FA,Alpha,2nd PLT,2012-07-08,11.9,Leave,Peacetime,CONUS,0,0,2980,0,422,3402,316,FAIL,13.9,29,41,M9 Pistol,25,MARKSMAN,AA Degree,Secret,YES,YES,NO,HMMWV,Bronze Star Medal,Expert Infantryman Badge,Needs Improvement,2024-03-10,Fit for Duty,YES,-477,ETS Eligible
US-0176,Wilson,Jessica,F,19,GA,COL,O6,68W,Combat Medic,Medical,CAB,87th BSB,Alpha,HQ PLT,2018-06-18,6,Attached,OIF,Iraq,7,1,7668,1920,266,9854,315,FAIL,17.8,55,43,M249 SAW,20,MARKSMAN,BA/BS Degree,None,NO,NO,YES,None,Army Commendation Medal,Army Commendation Medal,Qualified,2021-03-10,Profile,YES,226,Retained
US-0177,Allen,Keisha,F,21,IN,1LT,O2,94F,Special Electronic Devices Repairer,Maintenance,1st BCT,2-5 CAV,Foxtrot,3rd PLT,2012-03-29,12.2,Transition,OIR,Iraq/Syria,12,2,4188,938,266,5392,531,PASS,19.7,24,48,M249 SAW,19,MARKSMAN,MA/MS Degree,Secret,NO,NO,YES,FMTV,None,Purple Heart,Outstanding,2018-06-10,Fit for Duty,YES,1249,Retained
US-0178,Walker,Brandon,M,31,CA,1LT,O2,94F,Special Electronic Devices Repairer,Maintenance,2nd BCT,21st BSB,HHC,4th PLT,2016-08-28,7.8,Leave,JRTC Rotation,Fort Johnson,0,0,4188,2094,266,6548,409,PASS,16.7,31,69,M240B,22,MARKSMAN,AA Degree,None,NO,NO,NO,FMTV,Army Commendation Medal,None,Outstanding,2018-05-19,Medical Hold,YES,-454,ETS Eligible
US-0179,Anderson,Derek,M,38,MO,SPC,E3,25U,Signal Support Specialist,Signal,3rd BCT,15th BSB,HHC,3rd PLT,2022-03-16,2.2,Medical Hold,OIF,Iraq,3,0,2259,1482,422,4163,304,FAIL,15.9,56,69,M249 SAW,22,MARKSMAN,MA/MS Degree,None,NO,NO,NO,HMMWV,Purple Heart,None,Outstanding,2022-04-25,Medical Hold,YES,1634,Retained
US-0180,Hall,Jason,M,20,AL,PVT,E1,13F,Fire Support Specialist,Combat Support,DIVARTY,1-4 AVN,Charlie,3rd PLT,2006-06-27,17.9,Leave,OEF,Afghanistan,8,1,1917,863,422,3202,374,PASS,20.9,60,64,M9 Pistol,21,MARKSMAN,Some College,Top Secret,YES,NO,NO,M1126 Stryker,Airborne Badge,None,Needs Improvement,2010-11-06,Medical Hold,YES,1650,Retained
US-0181,Brown,Aaron,M,32,AZ,1LT,O2,31B,Military Police,Law Enforcement,1st BCT,1-41 IN,Alpha,4th PLT,2016-05-08,8.1,Attached,OIF,Iraq,15,2,4188,0,266,4454,558,PASS,14.1,79,60,M240B,40,EXPERT,MA/MS Degree,Secret,NO,NO,YES,None,Purple Heart,None,Highly Qualified,2016-06-29,Fit for Duty,YES,-144,ETS Eligible
US-0182,Williams,Carlos,M,35,SC,CPL,E4,88M,Motor Transport Operator,Logistics,DISCOM,2-4 AVN,Charlie,1st PLT,2017-12-15,6.5,Deployed,NTC Rotation,Fort Irwin,0,0,2504,0,422,2926,431,PASS,15.2,32,48,M240B,40,EXPERT,HS Diploma,Top Secret,YES,YES,NO,LMTV,Expert Infantryman Badge,Bronze Star Medal,Qualified,2020-07-28,Profile,YES,610,Retained
US-0183,Allen,Derek,M,44,OH,MSG,E8,12B,Combat Engineer,Combat Support,1st BCT,2-12 IN,HHC,3rd PLT,2017-02-15,7.3,Leave,KFOR,Kosovo,1,0,4739,0,422,5161,344,FAIL,16.5,63,33,M9 Pistol,17,MARKSMAN,MA/MS Degree,TS/SCI,NO,NO,NO,HMMWV,Army Achievement Medal,None,Qualified,2023-05-15,Fit for Duty,YES,39,ETS Eligible
US-0184,Brown,Carlos,M,27,TN,LTC,O5,25U,Signal Support Specialist,Signal,DISCOM,1-4 AVN,Echo,4th PLT,2015-07-22,8.9,Active Duty,OEF,Afghanistan,7,1,6618,1094,266,7978,459,PASS,20.3,45,41,M240B,30,SHARPSHOOTER,MA/MS Degree,Top Secret,NO,NO,NO,HMMWV,Expert Infantryman Badge,None,Outstanding,2024-03-02,Profile,YES,-62,ETS Eligible
US-0185,Taylor,DeShawn,M,37,MO,LTC,O5,42A,Human Resources Specialist,Admin,DIVARTY,3-16 FA,Bravo,HQ PLT,2010-06-20,13.9,Deployed,Peacetime,CONUS,0,0,6618,1125,266,8009,592,PASS,15.8,41,43,M9 Pistol,29,MARKSMAN,AA Degree,None,NO,YES,NO,M2A3 Bradley,Airborne Badge,Air Assault Badge,Qualified,2016-11-28,Fit for Duty,YES,1162,Retained
US-0186,Wright,Tyler,M,31,TN,CPT,O3,35F,Intelligence Analyst,Intelligence,CAB,1-4 AVN,Echo,1st PLT,2007-01-12,17.4,Leave,OEF,Afghanistan,4,0,4836,0,266,5102,521,PASS,18.9,62,39,M240B,28,MARKSMAN,HS Diploma,Top Secret,NO,NO,NO,LMTV,Airborne Badge,Combat Medic Badge,Qualified,2016-01-25,Fit for Duty,YES,22,ETS Eligible
